{49, 432, 92, 516, 385, 267, 982, 147, 977, 93, 566, 476, 864, 504, 318, 488, 293, 251, 54, 383, 

89, 356, 733, 802, 364, 804, 485, 531, 991, 696, 967, 923, 570, 838, 332, 21, 130, 66, 989, 900, 935, 614, 461, 153, 257, 691, 847, 79, 919, 237, 

665, 242, 18, 256, 996, 842, 778, 414, 737, 627, 695, 90, 399, 28, 15, 456, 135, 478, 298, 596, 230, 741, 503, 106, 231, 682, 105, 663, 703, 220, 

483, 601, 28, 818, 159, 212, 300, 109, 885, 84, 384, 459, 742, 784, 187, 881, 10, 463, 63, 849, 6, 888, 107, 182, 704, 984, 15, 797, 989, 350, 

373, 673, 315, 832, 317, 629, 427, 466, 378, 717, 713, 407, 318, 33, 443, 853, 561, 361, 576, 202, 434, 262, 357, 843, 477, 273, 865, 857, 855, 933, 

390, 997, 196, 142, 700, 567, 952, 509, 394, 815, 715, 11, 6, 548, 240, 6, 984, 175, 929, 770, 231, 769, 450, 68, 903, 312, 284, 378, 17, 40, 

25, 572, 694, 537, 454, 714, 733, 178, 408, 310, 193, 273, 74, 246, 855, 645, 128, 880, 727, 323, 927, 806, 220, 672, 720, 346, 925, 789, 338, 569, 

378, 812, 946, 402, 369, 145, 781, 452, 66, 945, 449, 13, 413, 590, 454, 319, 819, 678, 134, 320, 957, 731, 232, 456, 700, 911, 357, 182, 584, 775, 

113, 679, 978, 878, 92, 374, 658, 50, 548, 249, 48, 617, 427, 437, 812, 261, 453, 464, 584, 47, 335, 585, 916, 508, 946, 351, 671, 396, 74, 904, 

529, 92, 802, 704, 316, 604, 420, 160, 145, 918, 743, 541, 558, 255, 891, 475, 358, 837, 852, 74, 661, 935, 387, 201, 594, 964, 500, 405, 650, 728, 

321, 416, 872, 823, 561, 595, 312, 92, 618, 386, 223, 552, 577, 881, 438, 962, 265, 166, 266, 899, 366, 169, 729, 788, 596, 431, 59, 139, 344, 826, 

855, 124, 74, 333, 526, 722, 490, 547, 572, 342, 621, 806, 96, 673, 141, 625, 623, 575, 30, 47, 469, 851, 454, 307, 86, 411, 315, 178, 100, 982, 

259, 736, 889, 377, 401, 682, 894, 413, 824, 756, 786, 907, 122, 861, 145, 675, 258, 786, 860, 935, 256, 935, 928, 581, 968, 465, 523, 971, 196, 997, 

61, 952, 522, 514, 381, 197, 446, 310, 147, 351, 269, 410, 690, 68, 429, 247, 2, 445, 174, 886, 136, 162, 150, 913, 451, 845, 636, 688, 965, 331, 

753, 692, 474, 30, 679, 772, 375, 117, 371, 608, 74, 729, 90, 94, 249, 982, 139, 407, 654, 43, 705, 665, 151, 72, 109, 713, 754, 907, 504, 523, 

929, 946, 456, 858, 773, 223, 290, 957, 11, 729, 141, 725, 309, 505, 41, 369, 752, 856, 968, 240, 356, 656, 612, 419, 635, 728, 69, 907, 880, 19, 

228, 6, 68, 236, 701, 493, 45, 407, 688, 223, 350, 839, 457, 765, 991, 497, 376, 509, 511, 480, 693, 397, 596, 578, 280, 514, 289, 220, 694, 858, 

361, 464, 500, 555, 87, 305, 471, 433, 413, 959, 836, 629, 638, 452, 545, 92, 434, 5, 689, 87, 843, 231, 566, 822, 760, 963, 657, 613, 650, 525, 

274, 442, 867, 117, 793, 461, 194, 626, 467, 302, 913, 498, 473, 364, 627, 56, 102, 234, 481, 135, 643, 558, 351, 631, 340, 150, 722, 402, 584, 254, 

713, 625, 764, 629, 234, 881, 885, 407, 235, 61, 903, 203, 324, 386, 964, 929, 362, 659, 219, 221, 158, 22, 729, 623, 217, 606, 569, 169, 788, 310, 

966, 471, 646, 773, 226, 189, 912, 206, 288, 373, 590, 395, 712, 499, 449, 385, 102, 893, 566, 928, 568, 856, 416, 365, 712, 658, 655, 277, 66, 657, 

56, 29, 824, 65, 954, 780, 749, 501, 615, 588, 453, 630, 403, 928, 857, 727, 267, 570, 238, 165, 673, 250, 118, 621, 532, 512, 88, 25, 411, 174, 

799, 870, 689, 880, 695, 321, 137, 769, 247, 808, 801, 516, 844, 905, 31, 762, 359, 560, 150, 189, 946, 553, 30, 357, 455, 704, 750, 249, 716, 2, 

319, 174, 11, 273, 305, 762, 552, 776, 474, 983, 858, 896, 988, 229, 558, 583, 234, 722, 797, 462, 251, 996, 164, 857, 136, 947, 640, 957, 30, 813, 

752, 920, 208, 707, 266, 578, 174, 798, 376, 980, 787, 168, 263, 668, 385, 477, 858, 972, 8, 579, 44, 422, 443, 673, 37, 532, 582, 535, 730, 556, 

191, 413, 989, 425, 422, 747, 83, 25, 234, 634, 750, 946, 506, 13, 91, 529, 456, 71, 444, 6, 898, 978, 381, 817, 881, 989, 410, 130, 289, 842, 

105, 722, 761, 928, 626, 792, 679, 163, 765, 722, 965, 444, 74, 666, 422, 782, 390, 553, 88, 455, 805, 141, 149, 988, 306, 773, 905, 789, 524, 880, 

58, 139, 933, 827, 33, 535, 793, 502, 8, 428, 393, 614, 139, 486, 507, 538, 956, 94, 409, 511, 322, 733, 279, 169, 810, 552, 132, 687, 109, 308, 

723, 909, 567, 647, 0, 554, 776, 465, 84, 679, 416, 988, 93, 681, 70, 323, 963, 353, 245, 760, 166, 615, 867, 325, 905, 941, 829, 29, 240, 566, 

392, 143, 914, 916, 752, 236, 544, 696, 750, 705, 595, 273, 302, 280, 611, 367, 720, 148, 7, 435, 97, 792, 762, 256, 480, 448, 880, 590, 917, 701, 

965, 921, 732, 701, 378, 85, 694, 880, 800, 4, 936, 825, 788, 191, 809, 124, 979, 446, 49, 913, 882, 676, 115, 462, 850, 715, 425, 18, 114, 86, 

388, 287, 398, 431, 293, 941, 557, 242, 429, 289, 826, 480, 10, 197, 761, 321, 215, 867, 434, 587, 640, 256, 331, 599, 757, 360, 856, 444, 305, 665, 

493, 525, 546, 540, 436, 552, 373, 248, 250, 319, 853, 566, 5, 382, 961, 296, 637, 260, 322, 880, 784, 598, 24, 188, 503, 682, 571, 488, 124, 251, 

446, 708, 268, 449, 538, 371, 15, 375, 236, 460, 983, 271, 888, 635, 719, 934, 551, 337, 387, 995, 364, 790, 653, 733, 588, 582, 892, 53, 105, 963, 

403, 524, 518, 853, 521, 482, 943, 738, 898, 526, 130, 418, 318, 70, 838, 539, 579, 933, 323, 752, 577, 672, 896, 437, 944, 122, 180, 672, 887, 12, 

853, 529, 963, 34, 536, 224, 256, 273, 708, 19, 546, 845, 125, 77, 846, 654, 518, 297, 313, 996, 91, 269, 786, 271, 360, 368, 982, 724, 91, 27, 

107, 288, 823, 89, 614, 56, 332, 950, 436, 504, 984, 585, 935, 839, 805, 775, 495, 873, 872, 416, 114, 654, 503, 61, 214, 759, 782, 39, 461, 25, 

235, 290, 801, 573, 109, 540, 420, 998, 481, 29, 365, 90, 690, 629, 352, 741, 826, 570, 916, 224, 904, 53, 944, 780, 921, 815, 336, 510, 584, 855, 

181, 222, 629, 808, 563, 961, 946, 536, 870, 367, 69, 464, 134, 382, 940, 855, 948, 411, 88, 710, 852, 74, 500, 764, 702, 172, 945, 546, 288, 520, 

873, 399, 765, 634, 53, 56, 900, 971, 886, 737, 760, 394, 803, 360, 700, 608, 92, 6, 186, 476, 66, 148, 859, 516, 180, 842, 193, 337, 933, 898, 

400, 267, 957, 46, 541, 241, 219, 490, 804, 203, 400, 436, 325, 475, 679, 772, 401, 590, 433, 572, 445, 500, 416, 529, 722, 682, 289, 57, 183, 695, 

129, 503, 635, 122, 852, 332, 987, 449, 490, 209, 581, 81, 329, 318, 374, 835, 808, 928, 877, 356, 950, 315, 247, 485, 597, 864, 60, 85, 741, 532, 

936, 400, 794, 45, 371, 782, 896, 543, 57, 122, 358, 490, 999, 267, 948, 774, 135, 861, 709, 40, 669, 941, 967, 626, 148, 721, 171, 301, 994, 410, 

606, 993, 968, 827, 993, 358, 179, 936, 132, 949, 940, 338, 30, 82, 227, 759, 282, 972, 24, 802, 906, 22, 165, 968, 489, 12, 334, 823, 22, 382}
